model,query_image,k,precision,recall,ndcg,rank_of_true_label,min_distance,max_distance,mean_distance,search_time_mean,search_time_std,birads_category
VGG16,50,10,0.7,0.008739076154806492,0.8464256614820587,1,0.0,363.4641,300.33307,0.0019036199897527694,0.00040381864919187193,1
VGG16,50,20,0.7,0.017478152309612985,0.860020029295611,1,0.0,396.0245,340.58588,0.0022954899934120475,0.0006845507232025605,1
VGG16,50,50,0.82,0.05118601747815231,0.8962631961602991,1,0.0,443.55923,389.74695,0.002234850008971989,0.0004927004922296344,1
VGG16,50,100,0.82,0.10237203495630462,0.9178665179671344,1,0.0,493.4665,431.37067,0.0019199399976059794,0.0004100371223739892,1
VGG16,100,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0018274699919857084,0.00027986856997531294,1
VGG16,100,5,0.6,0.003745318352059925,0.9674679834891693,1,0.0,318.9389,239.22632,0.00184936000732705,0.00027971716719552345,1
VGG16,100,10,0.7,0.008739076154806492,0.9223960604395118,1,0.0,338.05957,284.94092,0.00201175999827683,0.00045437525039978947,1
VGG16,100,20,0.75,0.018726591760299626,0.9114054347266753,1,0.0,364.27225,318.81244,0.002431650017388165,0.00044500131827473777,1
VGG16,100,50,0.8,0.049937578027465665,0.9260348966742369,1,0.0,433.4479,369.1963,0.0017235999926924705,0.0002656833726448983,1
VGG16,100,100,0.82,0.10237203495630462,0.9352905914171337,1,0.0,490.30328,415.8463,0.0017648899927735328,0.00024130893002741017,1
VGG16,150,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.001997800008393824,0.0006022430759388413,1
VGG16,150,5,0.8,0.004993757802746567,0.9047172294870751,1,0.0,272.4426,207.73384,0.0018328800098970533,0.00046187544341320805,1
VGG16,150,10,0.8,0.009987515605493134,0.9098765634739489,1,0.0,297.7112,247.40878,0.001851989992428571,0.0001914595563994564,1
VGG16,150,20,0.8,0.019975031210986267,0.9152027546425736,1,0.0,331.476,283.98404,0.0017197299865074455,0.0002455730350026284,1
VGG16,150,50,0.84,0.052434456928838954,0.9288580161181479,1,0.0,386.99396,331.16464,0.0020183300017379223,0.00040782006441796617,1
VGG16,150,100,0.85,0.10611735330836454,0.9437959271760442,1,0.0,457.1048,378.55515,0.0020016000024043025,0.00046904303034616795,1
VGG16,200,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0022067900048568846,0.0002556041871760264,1
VGG16,200,5,1.0,0.006242197253433208,1.0,1,0.0,394.2724,293.3575,0.0020928399986587464,0.0005359446944025863,1
VGG16,200,10,1.0,0.012484394506866416,1.0,1,0.0,428.98886,354.75348,0.001964310009498149,0.000763773497300731,1
VGG16,200,20,0.8,0.019975031210986267,0.9905417163886203,1,0.0,458.5451,399.81464,0.001860630011651665,0.00047149498605122156,1
VGG16,200,50,0.82,0.05118601747815231,0.96828396804521,1,0.0,520.6706,453.96893,0.0018139100051485003,0.00039465057058499876,1
