model,query_image,k,precision,recall,ndcg,rank_of_true_label,min_distance,max_distance,mean_distance,search_time_mean,search_time_std,birads_category
EfficientNet,50,50,0.78,0.04868913857677903,0.9655590303156936,1,0.0,129.59445,117.409836,0.00047864000080153344,0.00020231709147985728,1
EfficientNet,50,100,0.8,0.09987515605493133,0.9572765379326932,1,0.0,146.96497,128.85793,0.0004808900062926114,0.00016622517507351017,1
EfficientNet,100,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0005650899955071508,0.0003683274345948996,1
EfficientNet,100,5,0.6,0.003745318352059925,1.0,1,0.0,105.52881,81.862595,0.0004885900067165494,8.285450310884247e-05,1
EfficientNet,100,10,0.6,0.00749063670411985,0.9188490368414884,1,0.0,124.1342,100.565544,0.0004222799907438457,9.791383312721286e-05,1
EfficientNet,100,20,0.8,0.019975031210986267,0.9061906025373168,1,0.0,133.08499,114.76674,0.0004228099947795272,0.00011266153373324496,1
EfficientNet,100,50,0.82,0.05118601747815231,0.92418977151578,1,0.0,149.47803,131.00305,0.0006097500096075237,0.00025744233203227747,1
EfficientNet,100,100,0.79,0.0986267166042447,0.9356643980533924,1,0.0,172.75131,146.13898,0.0004952199873514473,0.00010381617197586905,1
EfficientNet,150,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0004081600112840533,0.00010233568329634321,1
EfficientNet,150,5,0.6,0.003745318352059925,0.9469024295259745,1,0.0,75.16634,56.458965,0.0006379899918101728,0.00018151233680240584,1
EfficientNet,150,10,0.7,0.008739076154806492,0.9103499485143788,1,0.0,93.22449,71.06592,0.0005029599997214973,9.609091108465947e-05,1
EfficientNet,150,20,0.8,0.019975031210986267,0.9127340725992036,1,0.0,103.0475,85.186386,0.0005342700053006411,0.00021125774936883428,1
EfficientNet,150,50,0.82,0.05118601747815231,0.9309604205924528,1,0.0,120.60147,101.97935,0.0006506900070235133,0.00018034502155953017,1
EfficientNet,150,100,0.8,0.09987515605493133,0.9373416590605541,1,0.0,137.41583,114.72561,0.0005262599908746779,0.00023903898160789334,1
EfficientNet,200,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0005984399933367968,0.00010625833012531005,1
EfficientNet,200,5,1.0,0.006242197253433208,1.0,1,0.0,98.892914,73.14273,0.0003977200016379356,9.293006341189849e-05,1
EfficientNet,200,10,1.0,0.012484394506866416,1.0,1,0.0,112.87288,89.70604,0.0006119600031524897,0.00011569752959708083,1
EfficientNet,200,20,0.85,0.02122347066167291,0.9889011315893538,1,0.0,118.54116,102.90776,0.00040238999063149097,9.46872128092942e-05,1
EfficientNet,200,50,0.8,0.049937578027465665,0.9672137918189565,1,0.0,128.16989,115.36985,0.0006380000035278499,0.00023417090658037906,1
EfficientNet,200,100,0.76,0.09488139825218476,0.9590364102600234,1,0.0,145.24536,126.13941,0.00042526000179350377,0.00010549376145534476,1
EfficientNet,300,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0007156799896620214,0.00019598739136129185,1
EfficientNet,300,5,0.8,0.004993757802746567,0.9828920819566879,1,0.0,142.27415,111.40184,0.0004851600038819015,0.00016179774292127843,1
EfficientNet,300,10,0.5,0.006242197253433208,0.9560290452802053,1,0.0,153.96939,131.65262,0.0005696400068700314,0.00015470441757914783,1
EfficientNet,300,20,0.65,0.016229712858926344,0.9020927730363758,1,0.0,163.64757,146.32845,0.00043253001058474183,0.00010389632364623612,1
EfficientNet,300,50,0.6,0.03745318352059925,0.8833993038208183,1,0.0,177.59866,161.67519,0.0006132100126706064,0.0002531603223107475,1
EfficientNet,300,100,0.65,0.08114856429463171,0.8890288586996049,1,0.0,197.97154,175.4453,0.00045463000424206257,0.00012823139872464878,1
EfficientNet,400,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0007085299934260547,0.00027438867636426573,1
EfficientNet,400,5,0.6,0.003745318352059925,0.8529278650606567,1,0.0,82.771545,59.842396,0.0007681400049477816,0.00014480701732993306,1
EfficientNet,400,10,0.6,0.00749063670411985,0.8240133229614811,1,0.0,90.49698,73.58394,0.0006687200046144425,0.00016663761076203562,1
EfficientNet,400,20,0.65,0.016229712858926344,0.838345270852866,1,0.0,105.54315,86.505455,0.0006579600390978158,0.00019054661946532744,1
EfficientNet,400,50,0.7,0.04369538077403246,0.8635284439562424,1,0.0,122.64119,104.571014,0.0005193299963138998,0.00013674225804638393,1
EfficientNet,400,100,0.78,0.09737827715355805,0.8935658992054623,1,0.0,142.49188,118.92683,0.0006692299968563021,9.989677068102154e-05,1
EfficientNet,500,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.0006362400134094059,0.00012935383550333925,1
EfficientNet,500,5,1.0,0.006242197253433208,1.0,1,0.0,64.80611,51.132893,0.0006027500028721988,0.00011056027668907405,1
EfficientNet,500,10,1.0,0.012484394506866416,1.0,1,0.0,68.95885,59.242176,0.0005948100122623145,0.000125971956400998,1
